chr1	0	40000
chr1	40000	80000
chr1	80000	120000
chr1	120000	160000
chr1	160000	200000
chr1	200000	240000
chr1	240000	280000
chr1	280000	320000
chr1	320000	360000
chr1	360000	400000
chr1	400000	440000
chr1	440000	480000
chr1	480000	520000
chr1	520000	560000
chr1	560000	600000
chr1	600000	640000
chr1	640000	680000
chr1	680000	720000
chr1	720000	760000
chr1	760000	800000
chr1	800000	840000
chr1	840000	880000
chr1	880000	920000
chr1	920000	960000
chr1	960000	1000000
chr1	1000000	1040000
chr1	1040000	1080000
chr1	1080000	1120000
chr1	1120000	1160000
chr1	1160000	1200000
chr1	1200000	1240000
chr1	1240000	1280000
chr1	1280000	1320000
chr1	1320000	1360000
chr1	1360000	1400000
chr1	1400000	1440000
chr1	1440000	1480000
chr1	1480000	1520000
chr1	1520000	1560000
chr1	1560000	1600000
chr1	1600000	1640000
chr1	1640000	1680000
chr1	1680000	1720000
chr1	1720000	1760000
chr1	1760000	1800000
chr1	1800000	1840000
chr1	1840000	1880000
chr1	1880000	1920000
chr1	1920000	1960000
chr1	1960000	2000000
chr1	2000000	2040000
chr1	2040000	2080000
chr1	2080000	2120000
chr1	2120000	2160000
chr1	2160000	2200000
chr1	2200000	2240000
chr1	2240000	2280000
chr1	2280000	2320000
chr1	2320000	2360000
chr1	2360000	2400000
chr1	2400000	2440000
chr1	2440000	2480000
chr1	2480000	2520000
chr1	2520000	2560000
chr1	2560000	2600000
chr1	2600000	2640000
chr1	2640000	2680000
chr1	2680000	2720000
chr1	2720000	2760000
chr1	2760000	2800000
chr1	2800000	2840000
chr1	2840000	2880000
chr1	2880000	2920000
chr1	2920000	2960000
chr1	2960000	3000000
chr1	3000000	3040000
chr1	3040000	3080000
chr1	3080000	3120000
chr1	3120000	3160000
chr1	3160000	3200000
chr1	3200000	3240000
chr1	3240000	3280000
chr1	3280000	3320000
chr1	3320000	3360000
chr1	3360000	3400000
chr1	3400000	3440000
chr1	3440000	3480000
chr1	3480000	3520000
chr1	3520000	3560000
chr1	3560000	3600000
chr1	3600000	3640000
chr1	3640000	3680000
chr1	3680000	3720000
chr1	3720000	3760000
chr1	3760000	3800000
chr1	3800000	3840000
chr1	3840000	3880000
chr1	3880000	3920000
chr1	3920000	3960000
chr1	3960000	4000000
chr1	4000000	4040000
chr1	4040000	4080000
chr1	4080000	4120000
chr1	4120000	4160000
chr1	4160000	4200000
chr1	4200000	4240000
chr1	4240000	4280000
chr1	4280000	4320000
chr1	4320000	4360000
chr1	4360000	4400000
chr1	4400000	4440000
chr1	4440000	4480000
chr1	4480000	4520000
chr1	4520000	4560000
chr1	4560000	4600000
chr1	4600000	4640000
chr1	4640000	4680000
chr1	4680000	4720000
chr1	4720000	4760000
chr1	4760000	4800000
chr1	4800000	4840000
chr1	4840000	4880000
chr1	4880000	4920000
chr1	4920000	4960000
chr1	4960000	5000000
chr1	5000000	5040000
chr1	5040000	5080000
chr1	5080000	5120000
chr1	5120000	5160000
chr1	5160000	5200000
chr1	5200000	5240000
chr1	5240000	5280000
chr1	5280000	5320000
chr1	5320000	5360000
chr1	5360000	5400000
chr1	5400000	5440000
chr1	5440000	5480000
chr1	5480000	5520000
chr1	5520000	5560000
chr1	5560000	5600000
chr1	5600000	5640000
chr1	5640000	5680000
chr1	5680000	5720000
chr1	5720000	5760000
chr1	5760000	5800000
chr1	5800000	5840000
chr1	5840000	5880000
chr1	5880000	5920000
chr1	5920000	5960000
chr1	5960000	6000000
chr1	6000000	6040000
chr1	6040000	6080000
chr1	6080000	6120000
chr1	6120000	6160000
chr1	6160000	6200000
chr1	6200000	6240000
chr1	6240000	6280000
chr1	6280000	6320000
chr1	6320000	6360000
chr1	6360000	6400000
chr1	6400000	6440000
chr1	6440000	6480000
chr1	6480000	6520000
chr1	6520000	6560000
chr1	6560000	6600000
chr1	6600000	6640000
chr1	6640000	6680000
chr1	6680000	6720000
chr1	6720000	6760000
chr1	6760000	6800000
chr1	6800000	6840000
chr1	6840000	6880000
chr1	6880000	6920000
chr1	6920000	6960000
chr1	6960000	7000000
chr1	7000000	7040000
chr1	7040000	7080000
chr1	7080000	7120000
chr1	7120000	7160000
chr1	7160000	7200000
chr1	7200000	7240000
chr1	7240000	7280000
chr1	7280000	7320000
chr1	7320000	7360000
chr1	7360000	7400000
chr1	7400000	7440000
chr1	7440000	7480000
chr1	7480000	7520000
chr1	7520000	7560000
chr1	7560000	7600000
chr1	7600000	7640000
chr1	7640000	7680000
chr1	7680000	7720000
chr1	7720000	7760000
chr1	7760000	7800000
chr1	7800000	7840000
chr1	7840000	7880000
chr1	7880000	7920000
chr1	7920000	7960000
chr1	7960000	8000000
chr1	8000000	8040000
chr1	8040000	8080000
chr1	8080000	8120000
chr1	8120000	8160000
chr1	8160000	8200000
chr1	8200000	8240000
chr1	8240000	8280000
chr1	8280000	8320000
chr1	8320000	8360000
chr1	8360000	8400000
chr1	8400000	8440000
chr1	8440000	8480000
chr1	8480000	8520000
chr1	8520000	8560000
chr1	8560000	8600000
chr1	8600000	8640000
chr1	8640000	8680000
chr1	8680000	8720000
chr1	8720000	8760000
chr1	8760000	8800000
chr1	8800000	8840000
chr1	8840000	8880000
chr1	8880000	8920000
chr1	8920000	8960000
chr1	8960000	9000000
chr1	9000000	9040000
chr1	9040000	9080000
chr1	9080000	9120000
chr1	9120000	9160000
chr1	9160000	9200000
chr1	9200000	9240000
chr1	9240000	9280000
chr1	9280000	9320000
chr1	9320000	9360000
chr1	9360000	9400000
chr1	9400000	9440000
chr1	9440000	9480000
chr1	9480000	9520000
chr1	9520000	9560000
chr1	9560000	9600000
chr1	9600000	9640000
chr1	9640000	9680000
chr1	9680000	9720000
chr1	9720000	9760000
chr1	9760000	9800000
chr1	9800000	9840000
chr1	9840000	9880000
chr1	9880000	9920000
chr1	9920000	9960000
chr1	9960000	10000000
chr1	10000000	10040000
chr1	10040000	10080000
chr1	10080000	10120000
chr1	10120000	10160000
chr1	10160000	10200000
chr1	10200000	10240000
chr1	10240000	10280000
chr1	10280000	10320000
chr1	10320000	10360000
chr1	10360000	10400000
chr1	10400000	10440000
chr1	10440000	10480000
chr1	10480000	10520000
chr1	10520000	10560000
chr1	10560000	10600000
chr1	10600000	10640000
chr1	10640000	10680000
chr1	10680000	10720000
