0	240000
240000	2000000
2000000	3640000
3640000	4440000
4440000	6200000
6200000	7280000
7280000	8280000
8280000	8640000
8640000	10200000
10200000	10880000
10880000	11800000
11800000	12080000
12080000	13240000
13240000	15040000
15040000	16360000
16360000	17720000
17720000	18520000
18520000	19080000
19080000	20840000
20840000	21680000
21680000	23200000
23200000	24800000
24800000	25760000
25760000	26120000
26120000	27320000
27320000	28000000
28000000	29360000
29360000	31080000
31080000	32000000
32000000	33120000
33120000	34040000
34040000	34480000
34480000	35000000
35000000	35600000
35600000	36280000
36280000	36440000
36440000	37960000
37960000	39440000
39440000	40200000
40200000	42160000
42160000	42680000
42680000	44040000
44040000	44400000
44400000	44880000
44880000	45800000
45800000	46120000
46120000	47320000
47320000	48320000
48320000	49400000
49400000	50960000
50960000	52440000
52440000	53960000
53960000	55560000
55560000	56600000
56600000	57000000
57000000	57200000
57200000	58560000
58560000	59920000
59920000	60640000
60640000	62280000
62280000	64000000
64000000	65720000
65720000	67440000
67440000	68480000
68480000	70080000
70080000	71720000
71720000	72600000
72600000	72800000
72800000	73400000
73400000	74000000
74000000	75320000
75320000	75480000
75480000	76320000
76320000	78120000
78120000	79160000
79160000	80640000
80640000	81360000
81360000	81680000
81680000	82040000
82040000	83000000
83000000	84920000
84920000	86120000
86120000	87960000
87960000	89360000
89360000	90720000
90720000	92640000
92640000	93960000
93960000	95200000
95200000	97160000
97160000	98880000
98880000	99560000
99560000	100920000
100920000	102280000
102280000	103200000
103200000	103880000
103880000	104400000
104400000	105120000
105120000	106160000
106160000	107600000
107600000	107720000
107720000	109320000
109320000	110600000
110600000	112400000
112400000	113880000
113880000	115480000
115480000	117360000
117360000	118440000
118440000	119960000
119960000	121800000
121800000	121920000
121920000	123800000
123800000	125160000
125160000	125320000
125320000	126520000
126520000	127960000
127960000	129600000
129600000	130080000
130080000	130800000
130800000	132120000
132120000	133240000
133240000	135000000
135000000	136640000
136640000	137120000
137120000	137360000
137360000	138680000
138680000	139520000
139520000	140200000
140200000	141520000
141520000	142240000
142240000	142720000
142720000	142880000
142880000	143880000
143880000	144480000
144480000	146200000
146200000	147240000
147240000	148880000
148880000	149400000
149400000	150400000
150400000	151520000
151520000	152440000
152440000	154000000
154000000	154480000
154480000	155160000
155160000	156720000
156720000	158360000
158360000	160000000
160000000	160920000
160920000	162720000
162720000	163160000
163160000	163760000
163760000	165280000
165280000	167160000
167160000	168600000
168600000	169120000
169120000	169360000
169360000	171080000
171080000	172120000
172120000	172680000
172680000	172920000
172920000	174640000
174640000	174760000
174760000	175800000
175800000	177520000
177520000	179480000
179480000	180960000
180960000	181360000
181360000	182480000
182480000	184040000
184040000	185200000
185200000	185960000
185960000	186160000
