0	1280000
1280000	1560000
1560000	3360000
3360000	4360000
4360000	4840000
4840000	5880000
5880000	6960000
6960000	8000000
8000000	8720000
8720000	9320000
9320000	9800000
9800000	10760000
10760000	12520000
12520000	14000000
14000000	14440000
14440000	15760000
15760000	16120000
16120000	16360000
16360000	17440000
17440000	19320000
19320000	20600000
20600000	22160000
22160000	22840000
22840000	23480000
23480000	25200000
25200000	25440000
25440000	25880000
25880000	26560000
26560000	27520000
27520000	27800000
27800000	28240000
28240000	29120000
29120000	29400000
29400000	31120000
31120000	32800000
32800000	33000000
33000000	34040000
34040000	35720000
35720000	36440000
36440000	37200000
37200000	37480000
37480000	38440000
38440000	39280000
39280000	40520000
40520000	41800000
41800000	42640000
42640000	43680000
43680000	44480000
44480000	45080000
45080000	45480000
45480000	45920000
45920000	47800000
47800000	48920000
48920000	50200000
50200000	51720000
51720000	53040000
53040000	54200000
54200000	56000000
56000000	57040000
57040000	57280000
57280000	57720000
57720000	58120000
58120000	58720000
58720000	60520000
60520000	61960000
61960000	63680000
63680000	64840000
64840000	66400000
66400000	67320000
67320000	68040000
68040000	68320000
68320000	69280000
69280000	71200000
71200000	72560000
72560000	73000000
73000000	73440000
73440000	74040000
74040000	75960000
75960000	77160000
77160000	78480000
78480000	79520000
79520000	80000000
80000000	81600000
81600000	81760000
81760000	83480000
83480000	84040000
84040000	84320000
84320000	85000000
85000000	85920000
85920000	86200000
86200000	87480000
87480000	88720000
88720000	89400000
89400000	90640000
90640000	92200000
92200000	93200000
93200000	93960000
93960000	94080000
94080000	94240000
94240000	96120000
96120000	98040000
98040000	99440000
99440000	100320000
100320000	101880000
101880000	103600000
103600000	105360000
105360000	106640000
106640000	107600000
107600000	108880000
108880000	110840000
110840000	112040000
112040000	112680000
112680000	114440000
114440000	115560000
115560000	116120000
116120000	117560000
117560000	117960000
117960000	118560000
118560000	120240000
120240000	122040000
122040000	122440000
122440000	122960000
122960000	123200000
123200000	123960000
123960000	124600000
124600000	126400000
126400000	127440000
127440000	129240000
129240000	130360000
130360000	132080000
132080000	133960000
133960000	135800000
135800000	137600000
137600000	139240000
139240000	140600000
140600000	142360000
142360000	143480000
143480000	144280000
144280000	145520000
145520000	146280000
146280000	148080000
148080000	148800000
148800000	150040000
150040000	151000000
151000000	152520000
152520000	154280000
154280000	155720000
155720000	157400000
157400000	159200000
159200000	159600000
159600000	160280000
160280000	162120000
162120000	162680000
162680000	163280000
163280000	164200000
164200000	165080000
165080000	166760000
166760000	167440000
167440000	169240000
169240000	170160000
170160000	171040000
171040000	172200000
172200000	173000000
173000000	173480000
173480000	174800000
174800000	174920000
174920000	175360000
175360000	175560000
175560000	177320000
177320000	177720000
177720000	178000000
