0	480000
480000	1640000
1640000	3080000
3080000	4680000
4680000	4920000
4920000	6280000
6280000	7280000
7280000	7520000
7520000	7680000
7680000	9160000
9160000	10840000
10840000	12680000
12680000	12880000
12880000	13720000
13720000	15160000
15160000	17080000
17080000	18560000
18560000	19120000
19120000	19960000
19960000	21840000
21840000	22320000
22320000	22680000
22680000	23360000
23360000	24920000
24920000	26760000
26760000	27200000
27200000	28400000
28400000	29840000
29840000	30200000
30200000	30880000
30880000	32400000
32400000	33160000
33160000	34200000
34200000	35720000
35720000	37120000
37120000	39080000
39080000	40800000
40800000	42520000
42520000	43600000
43600000	45560000
45560000	46520000
46520000	47720000
47720000	48440000
48440000	49680000
49680000	50720000
50720000	51080000
51080000	52640000
52640000	52960000
52960000	53520000
53520000	54840000
54840000	56040000
56040000	57120000
57120000	57680000
57680000	59480000
59480000	60720000
60720000	62440000
62440000	63680000
63680000	64760000
64760000	66560000
66560000	67400000
67400000	68560000
68560000	70360000
70360000	71320000
71320000	72080000
72080000	72600000
72600000	73400000
73400000	73800000
73800000	74200000
74200000	75400000
75400000	76040000
76040000	77120000
77120000	78320000
78320000	79640000
79640000	81400000
81400000	81800000
81800000	82120000
82120000	83600000
83600000	83760000
83760000	84440000
84440000	85960000
85960000	86960000
86960000	87400000
87400000	88680000
88680000	89880000
89880000	90120000
90120000	91320000
91320000	91640000
91640000	92960000
92960000	93920000
93920000	94240000
94240000	95760000
95760000	97120000
97120000	97840000
97840000	98440000
98440000	99320000
99320000	100000000
100000000	101240000
101240000	101520000
101520000	102440000
102440000	103440000
103440000	103560000
103560000	103840000
103840000	104960000
104960000	105520000
105520000	106160000
106160000	107600000
107600000	108800000
108800000	109480000
109480000	110200000
110200000	110880000
110880000	111720000
111720000	112720000
112720000	114080000
114080000	114480000
114480000	115000000
115000000	116600000
116600000	117480000
117480000	118360000
118360000	119480000
119480000	121400000
121400000	122680000
122680000	122800000
122800000	123760000
123760000	124080000
124080000	124680000
124680000	125160000
125160000	126920000
126920000	128720000
128720000	130520000
130520000	131040000
131040000	131200000
131200000	133160000
133160000	134240000
134240000	136080000
136080000	136640000
136640000	137080000
137080000	137560000
137560000	138560000
138560000	139000000
139000000	139360000
139360000	140000000
140000000	141720000
141720000	141920000
141920000	142520000
142520000	143120000
143120000	144760000
144760000	145000000
145000000	146040000
146040000	146920000
146920000	147640000
147640000	147920000
147920000	148200000
148200000	148920000
148920000	149600000
149600000	149920000
149920000	151760000
151760000	153200000
153200000	154760000
154760000	156200000
156200000	157800000
157800000	159080000
159080000	160120000
160120000	161080000
161080000	162040000
162040000	162560000
162560000	163400000
163400000	163520000
163520000	165240000
165240000	165720000
165720000	166000000
166000000	166680000
